delivery_id,po_id,supplier_id,site_id,delivery_date,on_time_flag,quantity_fulfilled_pct,quality_issue_flag,transport_issue_flag,documentation_issue_flag
D003015,PO003015,S0047,SITE_06,2026-03-14,1,0.859,0,0,0
D003016,PO003016,S0106,SITE_07,2026-02-07,1,0.979,0,0,1
D003017,PO003017,S0072,SITE_10,2026-02-15,1,0.957,0,0,0
D003018,PO003018,S0093,SITE_04,2026-02-26,1,0.986,0,0,0
D003019,PO003019,S0094,SITE_01,2026-03-24,0,0.975,0,1,0
D003020,PO003020,S0067,SITE_06,2025-11-28,0,0.968,0,0,0
D003021,PO003021,S0071,SITE_08,2026-01-08,0,0.863,0,0,0
D003022,PO003022,S0056,SITE_08,2025-12-29,0,0.859,0,0,0
D003023,PO003023,S0075,SITE_09,2026-03-05,1,0.944,0,0,0
D003024,PO003024,S0093,SITE_11,2025-12-29,1,1.0,0,0,0
D003025,PO003025,S0105,SITE_01,2026-02-18,0,0.92,0,0,0
D003026,PO003026,S0042,SITE_04,2026-02-19,0,0.87,0,0,0
D003027,PO003027,S0048,SITE_03,2025-10-29,1,0.862,0,0,0
D003028,PO003028,S0008,SITE_02,2026-03-05,1,0.914,1,0,0
D003029,PO003029,S0073,SITE_01,2026-01-12,1,0.909,0,0,0
D003030,PO003030,S0104,SITE_01,2026-04-03,1,1.0,0,0,0
D003031,PO003031,S0031,SITE_10,2026-03-11,1,0.87,0,0,0
D003032,PO003032,S0119,SITE_05,2026-02-05,1,0.859,0,0,0
D003033,PO003033,S0090,SITE_02,2026-02-14,1,0.929,1,0,0
D003034,PO003034,S0102,SITE_11,2026-04-08,1,0.984,0,0,0
D003035,PO003035,S0092,SITE_04,2025-12-27,0,0.927,0,0,0
D003036,PO003036,S0033,SITE_06,2026-03-28,0,1.0,0,0,0
D003037,PO003037,S0096,SITE_12,2026-01-11,1,0.934,0,0,0
D003038,PO003038,S0049,SITE_06,2026-02-11,1,0.981,0,0,0
D003039,PO003039,S0026,SITE_01,2026-04-09,1,1.0,0,0,0
D003040,PO003040,S0035,SITE_12,2026-01-25,1,0.914,0,0,0
D003041,PO003041,S0042,SITE_03,2025-12-22,0,0.923,0,0,0
D003042,PO003042,S0092,SITE_10,2026-03-21,1,0.874,0,0,0
D003043,PO003043,S0120,SITE_09,2025-12-30,1,0.913,0,0,0
D003044,PO003044,S0067,SITE_11,2026-04-12,1,0.895,0,0,0
D003045,PO003045,S0032,SITE_08,2026-02-17,0,0.939,0,0,0
D003046,PO003046,S0006,SITE_03,2025-11-14,1,0.984,0,0,0
D003047,PO003047,S0020,SITE_10,2025-12-12,0,0.839,1,0,0
D003048,PO003048,S0108,SITE_02,2026-02-20,1,0.9,0,0,0
D003049,PO003049,S0017,SITE_04,2026-03-06,0,1.0,1,0,0
D003050,PO003050,S0008,SITE_04,2026-02-19,0,0.995,0,1,0
D003051,PO003051,S0050,SITE_01,2025-11-16,0,0.816,1,0,0
D003052,PO003052,S0061,SITE_06,2026-04-03,0,1.0,0,0,0
D003053,PO003053,S0027,SITE_08,2026-03-10,0,0.858,0,1,0
D003054,PO003054,S0015,SITE_02,2025-10-29,1,1.0,0,0,0
D003055,PO003055,S0039,SITE_08,2026-02-21,0,1.0,0,1,0
D003056,PO003056,S0109,SITE_11,2025-11-25,0,0.927,0,0,0
D003057,PO003057,S0025,SITE_04,2026-01-20,1,0.9,0,0,0
D003058,PO003058,S0083,SITE_11,2025-12-06,0,0.976,0,0,0
D003059,PO003059,S0120,SITE_10,2026-01-15,1,0.909,0,0,0
D003060,PO003060,S0002,SITE_07,2025-12-02,1,0.855,0,0,0
D003061,PO003061,S0072,SITE_03,2026-01-19,0,0.896,0,0,0
D003062,PO003062,S0078,SITE_08,2026-04-20,0,0.915,0,0,0
D003063,PO003063,S0075,SITE_01,2025-11-17,0,0.92,0,0,0
D003064,PO003064,S0072,SITE_02,2025-12-26,0,0.918,0,1,0
D003065,PO003065,S0040,SITE_08,2026-04-15,0,0.92,1,0,0
D003066,PO003066,S0100,SITE_10,2026-04-21,1,0.998,0,0,0
D003067,PO003067,S0089,SITE_04,2025-11-03,1,0.904,0,0,0
D003068,PO003068,S0090,SITE_05,2025-12-09,0,0.915,1,0,0
D003069,PO003069,S0104,SITE_08,2026-02-16,1,0.973,0,0,0
D003070,PO003070,S0031,SITE_03,2025-10-31,0,0.92,0,0,0
D003071,PO003071,S0024,SITE_11,2025-12-04,1,0.993,0,0,0
D003072,PO003072,S0008,SITE_12,2026-03-23,1,1.0,0,1,0
D003073,PO003073,S0074,SITE_08,2025-11-30,0,0.969,0,1,0
D003074,PO003074,S0041,SITE_09,2026-03-11,1,0.973,0,0,0
D003075,PO003075,S0096,SITE_09,2026-03-31,0,1.0,1,1,0
D003076,PO003076,S0014,SITE_04,2026-03-03,0,0.867,1,1,0
D003077,PO003077,S0006,SITE_04,2025-10-31,0,1.0,0,0,0
D003078,PO003078,S0016,SITE_01,2026-01-19,0,0.967,0,0,0
D003079,PO003079,S0028,SITE_05,2025-12-17,0,0.941,0,0,0
D003080,PO003080,S0116,SITE_02,2026-01-23,0,0.909,0,0,0
D003081,PO003081,S0113,SITE_10,2026-01-11,1,0.929,0,0,0
D003082,PO003082,S0089,SITE_02,2025-12-08,0,0.951,1,1,0
D003083,PO003083,S0084,SITE_11,2025-12-02,1,0.995,0,0,0
D003084,PO003084,S0016,SITE_09,2026-04-07,0,0.904,0,0,0
D003085,PO003085,S0061,SITE_10,2026-01-22,1,1.0,1,0,0
D003086,PO003086,S0025,SITE_06,2025-11-23,1,0.936,0,0,0
D003087,PO003087,S0016,SITE_08,2025-12-05,0,0.916,0,0,0
D003088,PO003088,S0054,SITE_05,2025-11-27,0,0.973,0,0,0
D003089,PO003089,S0117,SITE_03,2026-01-15,0,1.0,0,1,0
D003090,PO003090,S0006,SITE_04,2025-12-12,1,0.941,0,0,0
D003091,PO003091,S0078,SITE_04,2026-03-04,1,0.977,0,0,0
D003092,PO003092,S0020,SITE_10,2025-12-23,1,0.905,0,0,0
D003093,PO003093,S0063,SITE_06,2026-01-09,0,0.948,0,0,0
D003094,PO003094,S0032,SITE_07,2026-03-14,1,0.895,0,0,1
D003095,PO003095,S0067,SITE_10,2026-03-31,1,0.957,0,0,0
D003096,PO003096,S0102,SITE_06,2026-04-05,1,0.874,0,0,0
D003097,PO003097,S0032,SITE_09,2026-03-26,1,0.932,0,0,0
D003098,PO003098,S0110,SITE_03,2025-10-27,0,0.86,0,1,0
D003099,PO003099,S0113,SITE_05,2025-12-18,1,0.915,0,0,0
D003100,PO003100,S0065,SITE_02,2026-02-25,1,1.0,0,0,0
D003101,PO003101,S0106,SITE_02,2026-04-08,1,0.903,0,0,0
D003102,PO003102,S0105,SITE_02,2026-03-21,1,0.981,0,0,0
D003103,PO003103,S0009,SITE_04,2026-03-29,1,0.848,0,0,0
D003104,PO003104,S0008,SITE_02,2025-10-27,1,0.979,0,0,0
D003105,PO003105,S0038,SITE_10,2026-03-07,1,0.869,0,0,0
D003106,PO003106,S0020,SITE_06,2026-01-30,1,0.992,0,0,0
D003107,PO003107,S0085,SITE_01,2026-02-28,0,0.977,0,0,0
D003108,PO003108,S0087,SITE_11,2026-04-25,1,1.0,0,0,0
D003109,PO003109,S0107,SITE_03,2026-01-28,0,0.801,0,0,0
D003110,PO003110,S0094,SITE_11,2026-02-02,0,1.0,0,0,0
D003111,PO003111,S0083,SITE_04,2026-02-24,1,0.962,0,0,0
D003112,PO003112,S0027,SITE_03,2026-03-30,0,0.874,0,0,0
D003113,PO003113,S0054,SITE_08,2025-10-27,1,0.978,0,0,0
D003114,PO003114,S0024,SITE_12,2025-12-28,1,0.933,0,0,0
D003115,PO003115,S0119,SITE_02,2025-12-30,1,0.96,0,0,0
D003116,PO003116,S0058,SITE_03,2025-12-03,0,0.864,0,0,0
D003117,PO003117,S0064,SITE_04,2026-01-23,0,0.96,0,0,0
D003118,PO003118,S0056,SITE_01,2026-04-24,0,0.866,0,0,1
D003119,PO003119,S0045,SITE_10,2026-04-22,1,0.922,0,0,0
D003120,PO003120,S0093,SITE_09,2025-11-20,1,0.983,0,1,0
D003121,PO003121,S0045,SITE_12,2026-01-21,1,0.923,0,0,0
D003122,PO003122,S0058,SITE_01,2026-04-05,1,0.907,0,0,0
D003123,PO003123,S0075,SITE_01,2026-01-21,1,0.964,0,0,0
D003124,PO003124,S0048,SITE_07,2026-01-09,0,0.872,0,0,0
D003125,PO003125,S0104,SITE_03,2026-04-21,0,0.981,0,1,0
D003126,PO003126,S0038,SITE_08,2026-02-24,1,1.0,1,0,0
D003127,PO003127,S0109,SITE_07,2025-12-14,0,0.871,0,0,0
D003128,PO003128,S0112,SITE_06,2026-04-15,0,1.0,0,1,0
D003129,PO003129,S0066,SITE_11,2026-03-25,1,0.947,0,0,0
D003130,PO003130,S0117,SITE_12,2025-11-07,0,0.947,0,0,0
D003131,PO003131,S0037,SITE_08,2025-12-21,1,0.935,0,0,0
D003132,PO003132,S0053,SITE_10,2025-11-10,0,0.916,0,0,0
D003133,PO003133,S0112,SITE_07,2025-11-13,1,0.859,0,0,0
D003134,PO003134,S0056,SITE_06,2026-03-18,1,0.974,0,1,0
D003135,PO003135,S0003,SITE_07,2026-01-28,0,1.0,0,0,0
D003136,PO003136,S0101,SITE_02,2025-10-20,0,0.882,0,0,0
D003137,PO003137,S0106,SITE_07,2026-03-21,1,0.876,0,0,0
D003138,PO003138,S0035,SITE_03,2026-02-16,0,0.906,0,0,0
D003139,PO003139,S0078,SITE_01,2026-01-10,1,0.926,0,0,0
D003140,PO003140,S0094,SITE_03,2026-03-03,1,0.958,0,0,0
D003141,PO003141,S0032,SITE_08,2026-01-25,1,1.0,0,0,0
D003142,PO003142,S0118,SITE_08,2026-02-22,1,0.854,0,0,0
D003143,PO003143,S0099,SITE_07,2026-03-02,1,1.0,1,0,0
D003144,PO003144,S0016,SITE_02,2026-04-12,1,0.998,0,0,0
D003145,PO003145,S0081,SITE_12,2026-01-17,0,0.907,0,0,0
D003146,PO003146,S0087,SITE_03,2026-04-12,1,0.971,0,0,0
D003147,PO003147,S0023,SITE_05,2026-04-20,1,1.0,0,0,0
D003148,PO003148,S0118,SITE_02,2026-03-17,1,0.859,0,0,0
D003149,PO003149,S0085,SITE_10,2025-11-30,1,0.958,0,0,0
D003150,PO003150,S0014,SITE_12,2026-02-03,0,0.965,0,0,0
D003151,PO003151,S0091,SITE_09,2026-03-11,0,0.783,0,0,0
D003152,PO003152,S0118,SITE_08,2025-11-26,1,0.915,0,0,0
D003153,PO003153,S0017,SITE_04,2025-12-28,0,1.0,1,0,0
D003154,PO003154,S0105,SITE_12,2026-02-12,0,0.898,0,0,0
D003155,PO003155,S0080,SITE_11,2026-01-12,1,0.956,1,0,0
D003156,PO003156,S0024,SITE_03,2026-03-03,1,1.0,1,0,0
D003157,PO003157,S0085,SITE_01,2025-12-11,1,0.914,0,0,0
D003158,PO003158,S0079,SITE_12,2026-02-05,1,0.779,0,0,0
D003159,PO003159,S0109,SITE_01,2025-10-24,1,0.985,1,0,0
D003160,PO003160,S0051,SITE_01,2025-11-02,0,0.93,0,0,0
D003161,PO003161,S0029,SITE_05,2026-02-15,0,1.0,0,1,0
D003162,PO003162,S0042,SITE_02,2026-03-11,1,0.979,0,0,0
D003163,PO003163,S0004,SITE_05,2026-04-07,0,0.895,0,0,0
D003164,PO003164,S0097,SITE_06,2026-03-01,0,1.0,0,0,0
D003165,PO003165,S0010,SITE_09,2025-12-24,1,0.947,0,0,0
D003166,PO003166,S0093,SITE_12,2026-03-30,0,0.855,0,0,0
D003167,PO003167,S0072,SITE_07,2026-01-22,0,0.851,0,0,0
D003168,PO003168,S0091,SITE_08,2026-03-12,1,0.846,0,0,0
D003169,PO003169,S0098,SITE_03,2026-02-22,1,0.884,0,0,0
D003170,PO003170,S0081,SITE_04,2026-01-15,1,0.999,0,0,0
D003171,PO003171,S0050,SITE_05,2025-12-26,0,0.882,0,0,0
D003172,PO003172,S0101,SITE_10,2026-01-27,0,0.89,0,0,0
D003173,PO003173,S0028,SITE_03,2026-03-02,0,1.0,0,0,0
D003174,PO003174,S0014,SITE_11,2026-02-15,0,0.893,0,0,0
D003175,PO003175,S0102,SITE_02,2025-11-20,1,0.939,0,0,0
D003176,PO003176,S0060,SITE_03,2025-11-07,0,0.911,0,0,0
D003177,PO003177,S0058,SITE_06,2026-04-10,0,0.945,0,0,0
D003178,PO003178,S0033,SITE_08,2026-01-23,0,0.979,0,0,0
D003179,PO003179,S0007,SITE_05,2025-12-21,1,0.87,0,0,0
D003180,PO003180,S0100,SITE_10,2026-02-25,0,0.961,0,0,0
D003181,PO003181,S0019,SITE_12,2026-01-04,0,0.899,0,0,0
D003182,PO003182,S0088,SITE_05,2026-04-10,0,0.912,0,0,0
D003183,PO003183,S0084,SITE_09,2026-04-03,0,0.935,0,0,0
D003184,PO003184,S0120,SITE_02,2026-03-03,1,0.846,0,0,0
D003185,PO003185,S0089,SITE_08,2026-02-23,1,0.935,0,0,0
D003186,PO003186,S0077,SITE_12,2025-11-04,0,0.942,0,0,0
D003187,PO003187,S0059,SITE_08,2026-03-19,1,0.949,0,0,0
D003188,PO003188,S0055,SITE_12,2025-11-22,1,1.0,0,0,0
D003189,PO003189,S0115,SITE_04,2026-02-20,1,1.0,0,0,0
D003190,PO003190,S0038,SITE_01,2025-10-30,1,0.927,0,0,0
D003191,PO003191,S0004,SITE_09,2026-04-03,1,0.868,1,0,0
D003192,PO003192,S0105,SITE_09,2026-04-22,0,0.824,0,0,0
D003193,PO003193,S0063,SITE_03,2025-12-20,1,0.931,1,0,0
D003194,PO003194,S0042,SITE_09,2025-10-25,1,0.874,0,0,0
D003195,PO003195,S0096,SITE_08,2026-02-19,1,0.921,0,0,0
D003196,PO003196,S0077,SITE_03,2025-12-04,1,1.0,0,0,0
D003197,PO003197,S0051,SITE_04,2026-03-07,0,0.901,1,0,0
D003198,PO003198,S0038,SITE_02,2026-02-22,1,0.855,0,0,0
D003199,PO003199,S0040,SITE_04,2025-12-06,1,1.0,0,0,0
D003200,PO003200,S0019,SITE_02,2026-01-16,1,1.0,0,0,0
D003201,PO003201,S0035,SITE_05,2026-01-15,0,0.953,0,0,0
D003202,PO003202,S0059,SITE_09,2025-12-16,1,0.895,0,0,0
D003203,PO003203,S0020,SITE_02,2026-02-10,1,0.825,0,0,0
D003204,PO003204,S0044,SITE_03,2026-03-10,0,0.885,0,0,0
D003205,PO003205,S0089,SITE_02,2026-01-04,1,0.928,0,0,0
D003206,PO003206,S0100,SITE_04,2026-03-16,1,0.844,0,0,1
D003207,PO003207,S0023,SITE_11,2026-02-10,1,0.885,0,0,0
D003208,PO003208,S0060,SITE_02,2026-04-27,0,0.931,1,0,0
D003209,PO003209,S0118,SITE_06,2026-03-29,1,0.9,0,0,0
D003210,PO003210,S0085,SITE_07,2026-02-24,0,1.0,0,0,0
D003211,PO003211,S0043,SITE_03,2026-01-13,1,0.89,0,0,0
D003212,PO003212,S0062,SITE_07,2026-02-08,0,0.94,0,1,0
D003213,PO003213,S0083,SITE_03,2025-12-03,1,0.976,0,0,0
D003214,PO003214,S0091,SITE_03,2026-01-17,0,0.828,0,0,0
D003215,PO003215,S0110,SITE_07,2026-04-01,0,0.963,0,0,0
D003216,PO003216,S0018,SITE_04,2026-01-30,0,0.963,0,0,0
D003217,PO003217,S0027,SITE_12,2025-12-22,0,0.901,0,0,0
D003218,PO003218,S0064,SITE_07,2025-12-31,0,0.898,0,0,0
D003219,PO003219,S0024,SITE_06,2025-12-02,0,1.0,0,1,0
D003220,PO003220,S0055,SITE_08,2026-02-07,0,0.949,0,0,0
D003221,PO003221,S0115,SITE_03,2026-03-22,1,1.0,0,0,0
D003222,PO003222,S0113,SITE_06,2025-12-04,1,1.0,0,0,0
D003223,PO003223,S0068,SITE_12,2026-03-11,0,0.899,0,0,0
D003224,PO003224,S0065,SITE_04,2026-04-02,0,0.941,0,0,0
D003225,PO003225,S0048,SITE_05,2026-02-27,0,0.919,0,0,0
D003226,PO003226,S0065,SITE_06,2026-02-02,0,0.848,0,0,0
D003227,PO003227,S0089,SITE_04,2026-01-25,1,0.954,0,0,0
D003228,PO003228,S0013,SITE_11,2025-11-22,1,0.874,1,0,0
D003229,PO003229,S0105,SITE_07,2026-01-01,1,0.917,0,0,0
D003230,PO003230,S0071,SITE_05,2026-03-24,0,0.831,0,0,0
D003231,PO003231,S0118,SITE_05,2025-11-29,0,0.92,0,0,0
D003232,PO003232,S0104,SITE_10,2026-01-17,0,0.981,0,1,0
D003233,PO003233,S0024,SITE_02,2026-01-19,1,0.859,0,0,0
D003234,PO003234,S0006,SITE_02,2025-12-28,1,0.991,0,1,0
D003235,PO003235,S0106,SITE_08,2026-01-20,1,0.99,0,0,0
D003236,PO003236,S0056,SITE_09,2025-10-27,1,0.845,0,1,0
D003237,PO003237,S0005,SITE_07,2026-04-15,1,0.9,0,0,0
D003238,PO003238,S0020,SITE_11,2026-04-12,0,0.867,0,0,0
D003239,PO003239,S0091,SITE_07,2025-11-25,1,0.808,0,0,0
D003240,PO003240,S0071,SITE_02,2025-10-27,0,0.898,0,0,0
D003241,PO003241,S0104,SITE_08,2025-12-25,0,0.94,0,0,0
D003242,PO003242,S0005,SITE_02,2026-04-19,0,0.944,0,0,0
D003243,PO003243,S0022,SITE_11,2025-12-11,1,0.939,0,0,0
D003244,PO003244,S0118,SITE_06,2026-02-20,0,0.978,1,0,0
D003245,PO003245,S0080,SITE_01,2026-02-11,0,0.951,0,0,0
D003246,PO003246,S0056,SITE_05,2025-11-30,1,0.987,0,0,0
D003247,PO003247,S0055,SITE_01,2026-03-29,1,0.861,0,0,0
D003248,PO003248,S0062,SITE_04,2026-02-06,0,0.991,0,0,0
D003249,PO003249,S0010,SITE_06,2026-02-22,1,0.942,0,0,0
D003250,PO003250,S0040,SITE_08,2026-02-03,1,0.907,0,0,0
D003251,PO003251,S0025,SITE_09,2026-01-25,0,0.975,0,0,1
D003252,PO003252,S0041,SITE_12,2025-12-17,1,0.919,0,0,0
D003253,PO003253,S0097,SITE_05,2026-04-08,1,1.0,0,0,0
D003254,PO003254,S0006,SITE_10,2025-12-30,1,0.994,0,0,0
D003255,PO003255,S0004,SITE_02,2026-04-24,0,0.848,0,0,0
D003256,PO003256,S0068,SITE_08,2026-02-08,1,0.893,0,0,0
D003257,PO003257,S0119,SITE_09,2026-04-19,0,0.931,0,0,0
D003258,PO003258,S0071,SITE_03,2026-02-26,1,0.886,0,0,0
D003259,PO003259,S0027,SITE_12,2026-03-08,0,0.846,0,0,0
D003260,PO003260,S0024,SITE_05,2026-03-10,0,0.887,0,1,0
D003261,PO003261,S0091,SITE_12,2026-04-02,0,0.914,0,1,0
D003262,PO003262,S0064,SITE_02,2026-03-12,1,0.945,0,0,0
D003263,PO003263,S0103,SITE_09,2026-02-02,0,0.91,0,0,0
D003264,PO003264,S0044,SITE_06,2025-12-22,0,0.877,0,0,0
D003265,PO003265,S0103,SITE_05,2026-03-08,1,0.966,0,0,0
D003266,PO003266,S0087,SITE_06,2025-10-29,1,0.956,0,0,0
D003267,PO003267,S0113,SITE_02,2026-03-18,1,1.0,0,0,0
D003268,PO003268,S0035,SITE_10,2025-12-13,0,0.989,0,0,0
D003269,PO003269,S0087,SITE_05,2026-04-09,0,0.88,0,0,0
D003270,PO003270,S0075,SITE_10,2026-01-28,0,0.921,0,0,0
D003271,PO003271,S0056,SITE_11,2025-10-31,1,0.923,0,0,1
D003272,PO003272,S0013,SITE_08,2026-02-14,1,0.989,0,0,0
D003273,PO003273,S0103,SITE_11,2025-11-16,1,0.939,0,0,0
D003274,PO003274,S0029,SITE_09,2025-12-16,0,1.0,0,0,0
D003275,PO003275,S0038,SITE_07,2025-11-27,1,0.907,0,0,0
D003276,PO003276,S0114,SITE_07,2025-12-30,0,0.931,0,0,0
D003277,PO003277,S0098,SITE_09,2026-03-10,1,0.93,0,0,0
D003278,PO003278,S0033,SITE_08,2025-12-08,0,0.995,0,1,0
D003279,PO003279,S0021,SITE_06,2026-02-28,1,0.982,0,0,0
D003280,PO003280,S0078,SITE_04,2026-01-10,1,0.966,0,0,1
D003281,PO003281,S0067,SITE_01,2025-12-09,1,0.958,0,1,0
D003282,PO003282,S0056,SITE_08,2026-03-10,1,0.862,0,0,0
D003283,PO003283,S0057,SITE_11,2025-10-27,0,0.937,0,0,0
D003284,PO003284,S0115,SITE_01,2025-10-31,0,0.947,0,0,0
D003285,PO003285,S0031,SITE_11,2025-10-27,0,0.96,0,0,0
D003286,PO003286,S0016,SITE_11,2026-03-26,0,1.0,0,0,0
D003287,PO003287,S0100,SITE_10,2025-12-16,0,0.832,0,0,0
D003288,PO003288,S0050,SITE_03,2025-11-13,1,0.88,0,0,0
D003289,PO003289,S0066,SITE_11,2026-03-29,0,0.901,0,0,0
D003290,PO003290,S0065,SITE_06,2025-11-21,0,0.937,0,0,0
D003291,PO003291,S0043,SITE_11,2025-11-12,0,0.917,0,0,0
D003292,PO003292,S0054,SITE_12,2025-12-28,1,0.898,0,0,0
D003293,PO003293,S0089,SITE_08,2025-11-26,0,0.892,0,0,0
D003294,PO003294,S0107,SITE_10,2026-01-01,1,0.859,1,0,0
D003295,PO003295,S0102,SITE_10,2026-04-02,0,0.925,0,0,1
D003296,PO003296,S0109,SITE_06,2025-12-07,0,0.879,0,0,0
D003297,PO003297,S0023,SITE_11,2025-12-05,1,0.934,0,0,0
D003298,PO003298,S0057,SITE_05,2026-01-14,1,0.965,0,0,0
D003299,PO003299,S0084,SITE_09,2026-01-10,0,0.958,0,0,0
D003300,PO003300,S0072,SITE_03,2026-02-14,0,0.961,1,0,0
D003301,PO003301,S0107,SITE_01,2026-01-25,0,0.864,0,1,0
D003302,PO003302,S0085,SITE_09,2026-02-25,1,0.993,0,0,0
D003303,PO003303,S0084,SITE_02,2026-04-05,1,0.938,0,0,0
D003304,PO003304,S0118,SITE_02,2026-02-04,0,0.931,0,0,0
D003305,PO003305,S0036,SITE_07,2025-12-06,1,1.0,0,0,0
D003306,PO003306,S0039,SITE_09,2025-12-09,1,0.863,0,0,1
D003307,PO003307,S0048,SITE_12,2025-12-25,0,0.906,0,0,0
D003308,PO003308,S0061,SITE_05,2025-10-28,1,0.985,1,0,0
D003309,PO003309,S0026,SITE_12,2025-11-17,0,1.0,0,0,0
D003310,PO003310,S0115,SITE_11,2026-03-24,1,1.0,0,0,0
D003311,PO003311,S0092,SITE_01,2025-12-02,0,0.874,0,0,0
D003312,PO003312,S0038,SITE_02,2025-10-14,1,0.953,0,0,0
D003313,PO003313,S0013,SITE_03,2025-12-22,0,1.0,0,0,0
D003314,PO003314,S0075,SITE_04,2026-01-11,1,0.887,0,0,0
D003315,PO003315,S0064,SITE_11,2026-02-11,0,0.932,0,0,0
D003316,PO003316,S0074,SITE_06,2026-02-27,0,1.0,0,0,0
D003317,PO003317,S0054,SITE_05,2026-01-20,1,0.921,0,0,0
D003318,PO003318,S0099,SITE_04,2025-12-05,0,1.0,1,0,0
D003319,PO003319,S0004,SITE_05,2026-01-31,1,0.934,0,0,0
D003320,PO003320,S0041,SITE_06,2026-04-09,0,0.881,0,0,0
D003321,PO003321,S0092,SITE_08,2026-03-06,1,0.896,0,0,1
D003322,PO003322,S0075,SITE_04,2026-03-09,1,0.987,0,0,0
D003323,PO003323,S0040,SITE_10,2025-12-03,0,0.962,0,0,0
D003324,PO003324,S0096,SITE_01,2025-12-10,1,0.933,0,0,0
D003325,PO003325,S0023,SITE_04,2026-04-22,1,0.918,0,1,0
D003326,PO003326,S0055,SITE_06,2025-10-29,0,1.0,0,0,0
D003327,PO003327,S0117,SITE_09,2026-01-07,1,0.95,0,0,1
D003328,PO003328,S0019,SITE_09,2026-01-22,1,0.925,1,0,0
D003329,PO003329,S0096,SITE_06,2026-03-26,1,0.853,0,0,0
D003330,PO003330,S0031,SITE_04,2025-10-25,1,0.922,0,1,0
D003331,PO003331,S0051,SITE_08,2025-11-05,0,0.941,0,1,0
D003332,PO003332,S0046,SITE_04,2026-03-18,0,0.871,0,0,0
D003333,PO003333,S0111,SITE_08,2025-11-26,1,0.963,0,0,0
D003334,PO003334,S0034,SITE_03,2025-12-13,0,0.982,0,1,0
D003335,PO003335,S0103,SITE_04,2025-11-28,1,1.0,0,0,0
D003336,PO003336,S0030,SITE_04,2026-01-21,1,0.88,0,0,0
D003337,PO003337,S0080,SITE_04,2025-11-02,1,0.87,0,0,0
D003338,PO003338,S0117,SITE_01,2026-03-28,0,0.992,0,1,0
D003339,PO003339,S0113,SITE_09,2025-11-18,1,0.955,0,0,0
D003340,PO003340,S0039,SITE_03,2026-02-26,0,0.886,0,1,0
D003341,PO003341,S0117,SITE_09,2025-10-29,0,0.962,1,0,0
D003342,PO003342,S0112,SITE_05,2026-01-12,0,0.935,1,0,0
D003343,PO003343,S0115,SITE_08,2026-02-06,1,0.857,0,0,0
D003344,PO003344,S0100,SITE_09,2026-01-28,1,0.934,0,0,0
D003345,PO003345,S0039,SITE_08,2026-01-17,1,1.0,0,0,0
D003346,PO003346,S0095,SITE_12,2026-04-12,1,0.938,0,0,0
D003347,PO003347,S0116,SITE_07,2026-04-14,0,0.923,0,0,0
D003348,PO003348,S0027,SITE_02,2026-02-12,1,0.861,0,0,0
D003349,PO003349,S0053,SITE_12,2026-01-01,0,0.926,0,0,0
D003350,PO003350,S0063,SITE_02,2026-02-26,0,1.0,0,0,0
D003351,PO003351,S0086,SITE_09,2026-03-14,0,0.851,0,0,0
D003352,PO003352,S0040,SITE_02,2026-01-08,0,0.888,0,0,0
D003353,PO003353,S0013,SITE_07,2026-01-31,0,0.95,0,0,0
D003354,PO003354,S0098,SITE_08,2026-01-15,1,0.962,0,0,0
D003355,PO003355,S0111,SITE_05,2025-12-17,1,1.0,1,1,0
D003356,PO003356,S0051,SITE_07,2026-03-22,0,0.899,0,0,0
D003357,PO003357,S0007,SITE_06,2026-04-08,1,0.936,0,0,0
D003358,PO003358,S0056,SITE_01,2026-04-10,1,0.917,0,0,0
D003359,PO003359,S0082,SITE_12,2026-01-31,1,0.852,0,0,1
D003360,PO003360,S0014,SITE_04,2026-04-12,0,0.913,0,0,0
D003361,PO003361,S0101,SITE_04,2025-12-01,1,0.867,0,0,0
D003362,PO003362,S0034,SITE_03,2026-02-19,1,0.905,0,0,0
D003363,PO003363,S0043,SITE_05,2026-03-19,0,0.934,0,0,0
D003364,PO003364,S0115,SITE_12,2025-10-28,0,0.901,0,1,0
D003365,PO003365,S0021,SITE_08,2025-12-13,0,1.0,0,0,0
D003366,PO003366,S0051,SITE_05,2026-03-19,1,0.853,0,0,0
D003367,PO003367,S0081,SITE_09,2025-11-08,1,0.989,0,0,1
D003368,PO003368,S0088,SITE_06,2026-04-11,1,0.985,0,1,0
D003369,PO003369,S0072,SITE_06,2026-04-29,0,0.875,1,0,0
D003370,PO003370,S0115,SITE_06,2025-12-26,0,0.892,0,1,0
D003371,PO003371,S0106,SITE_11,2026-01-29,0,0.925,0,0,0
D003372,PO003372,S0044,SITE_05,2025-12-03,1,0.842,1,0,0
D003373,PO003373,S0108,SITE_09,2026-02-20,1,0.971,0,0,0
D003374,PO003374,S0085,SITE_05,2026-04-04,1,0.936,0,0,0
D003375,PO003375,S0059,SITE_04,2026-01-10,1,0.949,0,1,0
D003376,PO003376,S0093,SITE_11,2025-11-05,0,0.994,0,0,0
D003377,PO003377,S0109,SITE_04,2026-01-05,0,0.967,0,0,0
D003378,PO003378,S0112,SITE_07,2026-04-02,0,0.921,0,0,0
D003379,PO003379,S0089,SITE_11,2026-01-07,0,0.919,0,0,0
D003380,PO003380,S0017,SITE_08,2025-12-01,1,0.953,0,0,0
